#;NUMERO;STATUS;ED;DESCRICAO;R”TULOS;CARGA ATUAL;SETOR DO RESPONS¡VEL;CAMPUS DO RESPONS¡VEL;CAMPUS DA CARGA;VALOR;NUMERO NOTA FISCAL;DATA DA ENTRADA;DATA DA CARGA;FORNECEDOR;SALA;ESTADO DE CONSERVA«√O;NUMERO DE SERIE
3291;202233;ativo;123110109;"SIMULADOR DE SOLDA
 [Marca/Modelo:LINCOLN]
 [Nota Fiscal:3819]
 [Empenho:2013NE800256]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [SIMULADOR DE SOLDA- Antigo Classificador:14212386941]
 [Simulador De Solda - Novo Classificador:12311-0109-0172]";SCL-CCU-TMA;Marcos Vinicius Fernandes Ribeiro;CTTMA-SCL;SCL;SCL;178400.00;3819;13/02/2014 00:00:00;26/04/2016;-;-;N„o aplicar;
3292;202234;ativo;123110109;"MACACO HIDR·ULICO TRIPÈ PARA AERONAVES 3T
 [Marca/Modelo:HIDRAUMON]
 [Nota Fiscal:816]
 [Empenho:2013NE800247]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [MACACO HIDRAULICO- Antigo Classificador:14212386942]
 [Macaco Hidraulico - Novo Classificador:12311-0109-0173]";SCL-CCU-TMA;Marcos Vinicius Fernandes Ribeiro;CTTMA-SCL;SCL;SCL;7505.99;816;13/02/2014 00:00:00;26/04/2016;-;-;N„o aplicar;
3293;202235;ativo;123110109;"MACACO HIDR·ULICO TRIPÈ PARA AERONAVES 3T
 [Marca/Modelo:HIDRAUMON]
 [Nota Fiscal:816]
 [Empenho:2013NE800247]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [MACACO HIDRAULICO- Antigo Classificador:14212386942]
 [Macaco Hidraulico - Novo Classificador:12311-0109-0173]";SCL-CCU-TMA;Marcos Vinicius Fernandes Ribeiro;CTTMA-SCL;SCL;SCL;7505.99;816;13/02/2014 00:00:00;26/04/2016;-;-;N„o aplicar;
3294;202236;ativo;123110109;"MACACO HIDR·ULICO TRIPÈ PARA AERONAVES 3T
 [Marca/Modelo:HIDRAUMON]
 [Nota Fiscal:816]
 [Empenho:2013NE800247]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [MACACO HIDRAULICO- Antigo Classificador:14212386942]
 [Macaco Hidraulico - Novo Classificador:12311-0109-0173]";SCL-CCU-TMA;Marcos Vinicius Fernandes Ribeiro;CTTMA-SCL;SCL;SCL;7505.99;816;13/02/2014 00:00:00;26/04/2016;-;-;N„o aplicar;
3295;202237;ativo;123110109;"MACACO HIDR·ULICO TRIPÈ PARA AERONAVES 3T
 [Marca/Modelo:HIDRAUMON]
 [Nota Fiscal:816]
 [Empenho:2013NE800247]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [MACACO HIDRAULICO- Antigo Classificador:14212386942]
 [Macaco Hidraulico - Novo Classificador:12311-0109-0173]";SCL-CCU-TMA;Marcos Vinicius Fernandes Ribeiro;CTTMA-SCL;SCL;SCL;7505.99;816;13/02/2014 00:00:00;26/04/2016;-;-;N„o aplicar;
3296;202238;ativo;123110109;"MACACO HIDR·ULICO TRIPÈ PARA AERONAVES 3T
 [Marca/Modelo:HIDRAUMON]
 [Nota Fiscal:816]
 [Empenho:2013NE800247]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [MACACO HIDRAULICO- Antigo Classificador:14212386942]
 [Macaco Hidraulico - Novo Classificador:12311-0109-0173]";SCL-CCU-TMA;Marcos Vinicius Fernandes Ribeiro;CTTMA-SCL;SCL;SCL;7505.99;816;13/02/2014 00:00:00;26/04/2016;-;-;N„o aplicar;
3297;202239;ativo;123110109;"MACACO HIDR·ULICO TRIPÈ PARA AERONAVES 3T
 [Marca/Modelo:HIDRAUMON]
 [Nota Fiscal:816]
 [Empenho:2013NE800247]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [MACACO HIDRAULICO- Antigo Classificador:14212386942]
 [Macaco Hidraulico - Novo Classificador:12311-0109-0173]";SCL-CCU-TMA;Marcos Vinicius Fernandes Ribeiro;CTTMA-SCL;SCL;SCL;7505.99;816;13/02/2014 00:00:00;26/04/2016;-;-;N„o aplicar;
3298;202610;ativo;123110402;"NONDESTRUCTIVE EVALUATION AND QUALITY CONTROL - ASM HANDBOOK V. 17
 [Nota Fiscal:7269]
 [Empenho:2013NE800141]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [LIVRO- Antigo Classificador:14212186303]
 [Livro - Novo Classificador:12311-0402-0013]";SCL-DAE |  SCL-BIB;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;620.00;7269;19/02/2014 00:00:00;26/04/2016;-;C108 - Biblioteca;Bom;
3299;202611;ativo;123110402;"NONDESTRUCTIVE EVALUATION AND QUALITY CONTROL - ASM HANDBOOK V. 17
 [Nota Fiscal:7269]
 [Empenho:2013NE800141]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [LIVRO- Antigo Classificador:14212186303]
 [Livro - Novo Classificador:12311-0402-0013]";SCL-DAE |  SCL-BIB;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;620.00;7269;19/02/2014 00:00:00;26/04/2016;-;C108 - Biblioteca;Bom;
3300;202612;ativo;123110402;"NONDESTRUCTIVE EVALUATION AND QUALITY CONTROL - ASM HANDBOOK V. 17
 [Nota Fiscal:7269]
 [Empenho:2013NE800141]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [LIVRO- Antigo Classificador:14212186303]
 [Livro - Novo Classificador:12311-0402-0013]";SCL-BIB |  SCL-DAE;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;620.00;7269;19/02/2014 00:00:00;26/04/2016;-;C108 - Biblioteca;Bom;
3301;202613;ativo;123110402;"AIRPLANE MAINTENANCE & REPAIR: A MANUAL FOR OWNERS, BUILDERS, TECHNICIANS, AND PILOTS - CARMODY, D.
 [Nota Fiscal:7269]
 [Empenho:2013NE800141]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [LIVRO- Antigo Classificador:14212186303]
 [Livro - Novo Classificador:12311-0402-0013]";SCL-BIB |  SCL-DAE;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;90.53;7269;19/02/2014 00:00:00;26/04/2016;-;C108 - Biblioteca;Bom;
3302;202614;ativo;123110402;"AIRPLANE MAINTENANCE & REPAIR: A MANUAL FOR OWNERS, BUILDERS, TECHNICIANS, AND PILOTS - CARMODY, D.
 [Nota Fiscal:7269]
 [Empenho:2013NE800141]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [LIVRO- Antigo Classificador:14212186303]
 [Livro - Novo Classificador:12311-0402-0013]";SCL-BIB |  SCL-DAE;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;90.53;7269;19/02/2014 00:00:00;26/04/2016;-;C108 - Biblioteca;Bom;
3303;202615;ativo;123110402;"AIRPLANE MAINTENANCE & REPAIR: A MANUAL FOR OWNERS, BUILDERS, TECHNICIANS, AND PILOTS - CARMODY, D.
 [Nota Fiscal:7269]
 [Empenho:2013NE800141]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [LIVRO- Antigo Classificador:14212186303]
 [Livro - Novo Classificador:12311-0402-0013]";SCL-BIB |  SCL-DAE;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;90.53;7269;19/02/2014 00:00:00;26/04/2016;-;C108 - Biblioteca;Bom;
3304;202616;ativo;123110402;"AIRPLANE MAINTENANCE & REPAIR: A MANUAL FOR OWNERS, BUILDERS, TECHNICIANS, AND PILOTS - CARMODY, D.
 [Nota Fiscal:7269]
 [Empenho:2013NE800141]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [LIVRO- Antigo Classificador:14212186303]
 [Livro - Novo Classificador:12311-0402-0013]";SCL-DAE |  SCL-BIB;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;90.53;7269;19/02/2014 00:00:00;26/04/2016;-;C108 - Biblioteca;Bom;
3305;202617;ativo;123110402;"AIRPLANE MAINTENANCE & REPAIR: A MANUAL FOR OWNERS, BUILDERS, TECHNICIANS, AND PILOTS - CARMODY, D.
 [Nota Fiscal:7269]
 [Empenho:2013NE800141]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [LIVRO- Antigo Classificador:14212186303]
 [Livro - Novo Classificador:12311-0402-0013]";SCL-BIB |  SCL-DAE;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;90.53;7269;19/02/2014 00:00:00;26/04/2016;-;C108 - Biblioteca;Bom;
3306;202618;ativo;123110402;"AIRPLANE MAINTENANCE & REPAIR: A MANUAL FOR OWNERS, BUILDERS, TECHNICIANS, AND PILOTS - CARMODY, D.
 [Nota Fiscal:7269]
 [Empenho:2013NE800141]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [LIVRO- Antigo Classificador:14212186303]
 [Livro - Novo Classificador:12311-0402-0013]";SCL-DAE |  SCL-BIB;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;90.53;7269;19/02/2014 00:00:00;26/04/2016;-;C108 - Biblioteca;Bom;
3307;202619;ativo;123110402;"AIRPLANE MAINTENANCE & REPAIR: A MANUAL FOR OWNERS, BUILDERS, TECHNICIANS, AND PILOTS - CARMODY, D.
 [Nota Fiscal:7269]
 [Empenho:2013NE800141]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [LIVRO- Antigo Classificador:14212186303]
 [Livro - Novo Classificador:12311-0402-0013]";SCL-DAE |  SCL-BIB;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;90.53;7269;19/02/2014 00:00:00;26/04/2016;-;C108 - Biblioteca;Bom;
3308;202620;ativo;123110402;"AIRPLANE MAINTENANCE & REPAIR: A MANUAL FOR OWNERS, BUILDERS, TECHNICIANS, AND PILOTS - CARMODY, D.
 [Nota Fiscal:7269]
 [Empenho:2013NE800141]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [LIVRO- Antigo Classificador:14212186303]
 [Livro - Novo Classificador:12311-0402-0013]";SCL-DAE |  SCL-BIB;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;90.53;7269;19/02/2014 00:00:00;26/04/2016;-;C108 - Biblioteca;Bom;
3309;202621;ativo;123110402;"AIRPLANE MAINTENANCE & REPAIR: A MANUAL FOR OWNERS, BUILDERS, TECHNICIANS, AND PILOTS - CARMODY, D.
 [Nota Fiscal:7269]
 [Empenho:2013NE800141]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [LIVRO- Antigo Classificador:14212186303]
 [Livro - Novo Classificador:12311-0402-0013]";SCL-DAE |  SCL-BIB;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;90.53;7269;19/02/2014 00:00:00;26/04/2016;-;C108 - Biblioteca;Bom;
3310;202622;ativo;123110402;"AIRPLANE MAINTENANCE & REPAIR: A MANUAL FOR OWNERS, BUILDERS, TECHNICIANS, AND PILOTS - CARMODY, D.
 [Nota Fiscal:7269]
 [Empenho:2013NE800141]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [LIVRO- Antigo Classificador:14212186303]
 [Livro - Novo Classificador:12311-0402-0013]";SCL-BIB |  SCL-DAE;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;90.53;7269;19/02/2014 00:00:00;26/04/2016;-;C108 - Biblioteca;Bom;
3311;202623;ativo;123110402;"AIRPLANE MAINTENANCE & REPAIR: A MANUAL FOR OWNERS, BUILDERS, TECHNICIANS, AND PILOTS - CARMODY, D.
 [Nota Fiscal:7269]
 [Empenho:2013NE800141]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [LIVRO- Antigo Classificador:14212186303]
 [Livro - Novo Classificador:12311-0402-0013]";SCL-BIB |  SCL-DAE;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;90.53;7269;19/02/2014 00:00:00;26/04/2016;-;C108 - Biblioteca;Bom;
3312;202624;ativo;123110402;"AIRPLANE MAINTENANCE & REPAIR: A MANUAL FOR OWNERS, BUILDERS, TECHNICIANS, AND PILOTS - CARMODY, D.
 [Nota Fiscal:7269]
 [Empenho:2013NE800141]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [LIVRO- Antigo Classificador:14212186303]
 [Livro - Novo Classificador:12311-0402-0013]";SCL-DAE |  SCL-BIB;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;90.53;7269;19/02/2014 00:00:00;26/04/2016;-;C108 - Biblioteca;Bom;
3313;202625;ativo;123110402;"AIRPLANE MAINTENANCE & REPAIR: A MANUAL FOR OWNERS, BUILDERS, TECHNICIANS, AND PILOTS - CARMODY, D.
 [Nota Fiscal:7269]
 [Empenho:2013NE800141]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [LIVRO- Antigo Classificador:14212186303]
 [Livro - Novo Classificador:12311-0402-0013]";SCL-BIB |  SCL-DAE;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;90.53;7269;19/02/2014 00:00:00;26/04/2016;-;C108 - Biblioteca;Bom;
3314;202626;ativo;123110402;"AIRPLANE MAINTENANCE & REPAIR: A MANUAL FOR OWNERS, BUILDERS, TECHNICIANS, AND PILOTS - CARMODY, D.
 [Nota Fiscal:7269]
 [Empenho:2013NE800141]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [LIVRO- Antigo Classificador:14212186303]
 [Livro - Novo Classificador:12311-0402-0013]";SCL-BIB |  SCL-DAE;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;90.53;7269;19/02/2014 00:00:00;26/04/2016;-;C108 - Biblioteca;Bom;
3315;202627;ativo;123110402;"AIRPLANE MAINTENANCE & REPAIR: A MANUAL FOR OWNERS, BUILDERS, TECHNICIANS, AND PILOTS - CARMODY, D.
 [Nota Fiscal:7269]
 [Empenho:2013NE800141]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [LIVRO- Antigo Classificador:14212186303]
 [Livro - Novo Classificador:12311-0402-0013]";SCL-DAE |  SCL-BIB;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;90.53;7269;19/02/2014 00:00:00;26/04/2016;-;C108 - Biblioteca;Bom;
3316;202628;ativo;123110402;"AIRCRAFT MAINTENANCE AND REPAIR - KROES, M. J.
 [Nota Fiscal:7178]
 [Empenho:2013NE800141]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [LIVRO- Antigo Classificador:14212186303]
 [Livro - Novo Classificador:12311-0402-0013]";SCL-BIB |  SCL-DAE;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;211.76;7178;19/02/2014 00:00:00;26/04/2016;-;C108 - Biblioteca;Bom;
3317;202629;ativo;123110402;"AIRCRAFT MAINTENANCE AND REPAIR - KROES, M. J.
 [Nota Fiscal:7178]
 [Empenho:2013NE800141]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [LIVRO- Antigo Classificador:14212186303]
 [Livro - Novo Classificador:12311-0402-0013]";SCL-DAE |  SCL-BIB;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;211.76;7178;19/02/2014 00:00:00;26/04/2016;-;C108 - Biblioteca;Bom;
3318;202630;ativo;123110402;"AIRCRAFT MAINTENANCE AND REPAIR - KROES, M. J.
 [Nota Fiscal:7178]
 [Empenho:2013NE800141]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [LIVRO- Antigo Classificador:14212186303]
 [Livro - Novo Classificador:12311-0402-0013]";SCL-DAE |  SCL-BIB;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;211.76;7178;19/02/2014 00:00:00;26/04/2016;-;C108 - Biblioteca;Bom;
3319;202631;ativo;123110402;"AIRCRAFT MAINTENANCE AND REPAIR - KROES, M. J.
 [Nota Fiscal:7178]
 [Empenho:2013NE800141]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [LIVRO- Antigo Classificador:14212186303]
 [Livro - Novo Classificador:12311-0402-0013]";SCL-BIB |  SCL-DAE;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;211.76;7178;19/02/2014 00:00:00;26/04/2016;-;C108 - Biblioteca;Bom;
3320;202632;ativo;123110402;"AIRCRAFT MAINTENANCE AND REPAIR - KROES, M. J.
 [Nota Fiscal:7178]
 [Empenho:2013NE800141]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [LIVRO- Antigo Classificador:14212186303]
 [Livro - Novo Classificador:12311-0402-0013]";SCL-BIB |  SCL-DAE;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;211.76;7178;19/02/2014 00:00:00;26/04/2016;-;C108 - Biblioteca;Bom;
3321;202633;ativo;123110402;"AIRCRAFT MAINTENANCE AND REPAIR - KROES, M. J.
 [Nota Fiscal:7178]
 [Empenho:2013NE800141]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [LIVRO- Antigo Classificador:14212186303]
 [Livro - Novo Classificador:12311-0402-0013]";SCL-BIB |  SCL-DAE;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;211.76;7178;19/02/2014 00:00:00;26/04/2016;-;C108 - Biblioteca;Bom;
3322;202634;ativo;123110402;"AIRCRAFT MAINTENANCE AND REPAIR - KROES, M. J.
 [Nota Fiscal:7178]
 [Empenho:2013NE800141]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [LIVRO- Antigo Classificador:14212186303]
 [Livro - Novo Classificador:12311-0402-0013]";SCL-BIB |  SCL-DAE;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;211.76;7178;19/02/2014 00:00:00;26/04/2016;-;C108 - Biblioteca;Bom;
3323;202635;ativo;123110402;"AIRCRAFT MAINTENANCE AND REPAIR - KROES, M. J.
 [Nota Fiscal:7178]
 [Empenho:2013NE800141]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [LIVRO- Antigo Classificador:14212186303]
 [Livro - Novo Classificador:12311-0402-0013]";SCL-BIB |  SCL-DAE;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;211.76;7178;19/02/2014 00:00:00;26/04/2016;-;C108 - Biblioteca;Bom;
3324;202636;ativo;123110402;"AIRCRAFT MAINTENANCE AND REPAIR - KROES, M. J.
 [Nota Fiscal:7178]
 [Empenho:2013NE800141]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [LIVRO- Antigo Classificador:14212186303]
 [Livro - Novo Classificador:12311-0402-0013]";SCL-BIB |  SCL-DAE;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;211.76;7178;19/02/2014 00:00:00;26/04/2016;-;C108 - Biblioteca;Bom;
3325;202637;ativo;123110402;"AIRCRAFT MAINTENANCE AND REPAIR - KROES, M. J.
 [Nota Fiscal:7178]
 [Empenho:2013NE800141]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [LIVRO- Antigo Classificador:14212186303]
 [Livro - Novo Classificador:12311-0402-0013]";SCL-DAE |  SCL-BIB;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;211.76;7178;19/02/2014 00:00:00;26/04/2016;-;C108 - Biblioteca;Bom;
3326;202638;ativo;123110402;"AIRCRAFT MAINTENANCE AND REPAIR - KROES, M. J.
 [Nota Fiscal:7178]
 [Empenho:2013NE800141]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [LIVRO- Antigo Classificador:14212186303]
 [Livro - Novo Classificador:12311-0402-0013]";SCL-BIB |  SCL-DAE;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;211.76;7178;19/02/2014 00:00:00;26/04/2016;-;C108 - Biblioteca;Bom;
3327;202639;ativo;123110402;"AIRCRAFT MAINTENANCE AND REPAIR - KROES, M. J.
 [Nota Fiscal:7178]
 [Empenho:2013NE800141]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [LIVRO- Antigo Classificador:14212186303]
 [Livro - Novo Classificador:12311-0402-0013]";SCL-DAE |  SCL-BIB;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;211.76;7178;19/02/2014 00:00:00;26/04/2016;-;C108 - Biblioteca;Bom;
3328;202640;ativo;123110402;"AIRCRAFT MAINTENANCE AND REPAIR - KROES, M. J.
 [Nota Fiscal:7178]
 [Empenho:2013NE800141]
 [Estado:novo]
 [Tipo de Ingresso:Compras Anteriores]
 [LIVRO- Antigo Classificador:14212186303]
 [Livro - Novo Classificador:12311-0402-0013]";SCL-BIB |  SCL-DAE;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;211.76;7178;19/02/2014 00:00:00;26/04/2016;-;C108 - Biblioteca;Bom;
